brand,category,item_name,price,scraped_at
comebuy,原葉鮮萃茶 TEAPRESSO,玫瑰普洱,45,2026-02-01 09:10:17
comebuy,原葉鮮萃茶 TEAPRESSO,東方美人,50,2026-02-01 09:10:17
comebuy,原葉鮮萃茶 TEAPRESSO,文山包種,50,2026-02-01 09:10:17
comebuy,原葉鮮萃茶 TEAPRESSO,白桃蜜烏龍,55,2026-02-01 09:10:17
comebuy,原葉鮮萃茶 TEAPRESSO,桂花四季春,50,2026-02-01 09:10:17
comebuy,鮮萃茶奶茶 TEAPRESSO MILK TEA,小葉紅奶茶,70,2026-02-01 09:10:17
comebuy,鮮萃茶奶茶 TEAPRESSO MILK TEA,大麥奶茶,60,2026-02-01 09:10:17
comebuy,鮮萃茶奶茶 TEAPRESSO MILK TEA,嗨神奶茶,65,2026-02-01 09:10:17
comebuy,鮮萃茶奶茶 TEAPRESSO MILK TEA,玩火奶茶,65,2026-02-01 09:10:18
comebuy,鮮萃茶奶茶 TEAPRESSO MILK TEA,四季春奶茶,60,2026-02-01 09:10:18
comebuy,鮮萃茶奶茶 TEAPRESSO MILK TEA,玫瑰普洱奶茶,65,2026-02-01 09:10:18
comebuy,鮮萃茶奶茶 TEAPRESSO MILK TEA,烏龍奶茶,60,2026-02-01 09:10:18
comebuy,鮮萃茶奶茶 TEAPRESSO MILK TEA,茉莉烏龍奶茶,60,2026-02-01 09:10:18
comebuy,鮮萃茶奶茶 TEAPRESSO MILK TEA,觀音奶茶,60,2026-02-01 09:10:18
comebuy,鮮萃茶拿鐵 TEAPRESSO LATTE,黑糖紅茶拿鐵,75,2026-02-01 09:10:18
comebuy,鮮萃茶拿鐵 TEAPRESSO LATTE,小葉紅拿鐵,75,2026-02-01 09:10:18
comebuy,鮮萃茶拿鐵 TEAPRESSO LATTE,四季春拿鐵,65,2026-02-01 09:10:18
comebuy,鮮萃茶拿鐵 TEAPRESSO LATTE,玫瑰普洱拿鐵,70,2026-02-01 09:10:18
comebuy,鮮萃茶拿鐵 TEAPRESSO LATTE,烏龍拿鐵,65,2026-02-01 09:10:18
comebuy,鮮萃茶拿鐵 TEAPRESSO LATTE,茉莉烏龍拿鐵,65,2026-02-01 09:10:18
comebuy,鮮萃茶拿鐵 TEAPRESSO LATTE,烏瓦紅茶拿鐵,65,2026-02-01 09:10:18
comebuy,鮮萃茶拿鐵 TEAPRESSO LATTE,金萱拿鐵,65,2026-02-01 09:10:18
comebuy,鮮萃茶拿鐵 TEAPRESSO LATTE,觀音拿鐵,65,2026-02-01 09:10:18
comebuy,鮮萃茶拿鐵 TEAPRESSO LATTE,文山包種拿鐵,75,2026-02-01 09:10:18
comebuy,奶茶/特調 MILK TEA / SPECIAL,沖繩黑糖奶茶,60,2026-02-01 09:10:18
comebuy,奶茶/特調 MILK TEA / SPECIAL,沖繩黑糖奶綠,60,2026-02-01 09:10:18
comebuy,奶茶/特調 MILK TEA / SPECIAL,黑糖港式厚奶,80,2026-02-01 09:10:18
comebuy,奶茶/特調 MILK TEA / SPECIAL,雙Q奶茶1號條,60,2026-02-01 09:10:18
comebuy,奶茶/特調 MILK TEA / SPECIAL,雙Q奶茶2號芋,60,2026-02-01 09:10:18
comebuy,奶茶/特調 MILK TEA / SPECIAL,招牌奶茶,50,2026-02-01 09:10:18
comebuy,奶茶/特調 MILK TEA / SPECIAL,黃金奶綠,50,2026-02-01 09:10:19
comebuy,奶茶/特調 MILK TEA / SPECIAL,珍珠奶茶,55,2026-02-01 09:10:19
comebuy,奶茶/特調 MILK TEA / SPECIAL,珍珠奶綠,55,2026-02-01 09:10:19
comebuy,奶茶/特調 MILK TEA / SPECIAL,粉條奶茶,60,2026-02-01 09:10:19
comebuy,奶茶/特調 MILK TEA / SPECIAL,仙草凍奶茶,65,2026-02-01 09:10:19
comebuy,奶茶/特調 MILK TEA / SPECIAL,桂花奶綠,65,2026-02-01 09:10:19
comebuy,奶茶/特調 MILK TEA / SPECIAL,港式厚奶,70,2026-02-01 09:10:19
comebuy,奶茶/特調 MILK TEA / SPECIAL,經典可可,60,2026-02-01 09:10:19
comebuy,奶茶/特調 MILK TEA / SPECIAL,可可拿鐵,75,2026-02-01 09:10:19
comebuy,奶茶/特調 MILK TEA / SPECIAL,宇治抹茶,60,2026-02-01 09:10:19
comebuy,奶茶/特調 MILK TEA / SPECIAL,抹茶拿鐵,80,2026-02-01 09:10:19
comebuy,鮮調果茶 SPECIALTY,話梅冰綠,50,2026-02-01 09:10:19
comebuy,鮮調果茶 SPECIALTY,話梅檸檬綠,65,2026-02-01 09:10:19
comebuy,鮮調果茶 SPECIALTY,錫蘭紅茶,30,2026-02-01 09:10:19
comebuy,鮮調果茶 SPECIALTY,茉莉綠茶,30,2026-02-01 09:10:19
comebuy,鮮調果茶 SPECIALTY,蜂蜜紅茶,50,2026-02-01 09:10:19
comebuy,鮮調果茶 SPECIALTY,蜂蜜綠茶,50,2026-02-01 09:10:19
comebuy,鮮調果茶 SPECIALTY,玉荷冰綠,50,2026-02-01 09:10:19
comebuy,鮮調果茶 SPECIALTY,檸檬紅茶,55,2026-02-01 09:10:19
comebuy,鮮調果茶 SPECIALTY,檸檬綠茶,55,2026-02-01 09:10:19
comebuy,鮮調果茶 SPECIALTY,養樂多綠茶,55,2026-02-01 09:10:19
comebuy,鮮調果茶 SPECIALTY,百香搖果樂,60,2026-02-01 09:10:19
comebuy,鮮調果茶 SPECIALTY,蘋果冰茶,60,2026-02-01 09:10:19
comebuy,鮮調果茶 SPECIALTY,鳳梨冰茶,65,2026-02-01 09:10:19
comebuy,鮮調果茶 SPECIALTY,芭樂檸檬綠,65,2026-02-01 09:10:19
comebuy,果然系列 (無咖啡因 DECAFFEINE),超桔霸氣飲,50,2026-02-01 09:10:19
comebuy,果然系列 (無咖啡因 DECAFFEINE),蜂蜜蘆薈,50,2026-02-01 09:10:19
comebuy,果然系列 (無咖啡因 DECAFFEINE),金桔檸檬,55,2026-02-01 09:10:19
comebuy,果然系列 (無咖啡因 DECAFFEINE),荔枝玉露,55,2026-02-01 09:10:20
comebuy,果然系列 (無咖啡因 DECAFFEINE),纖美小紫蘇,65,2026-02-01 09:10:20
comebuy,果然系列 (無咖啡因 DECAFFEINE),芭樂多多,85,2026-02-01 09:10:20
comebuy,夏季季節限定 SEASONAL,檸檬愛玉風味飲,55,2026-02-01 09:10:20
comebuy,夏季季節限定 SEASONAL,葡萄柚綠茶,65,2026-02-01 09:10:20
comebuy,夏季季節限定 SEASONAL,青檸香柚QQ,75,2026-02-01 09:10:20
comebuy,冬季季節限定 SEASONAL,桂圓紅棗,50,2026-02-01 09:10:20
comebuy,冬季季節限定 SEASONAL,暖薑茶,50,2026-02-01 09:10:20
comebuy,冬季季節限定 SEASONAL,暖薑奶茶,60,2026-02-01 09:10:20
comebuy,冬季季節限定 SEASONAL,熱檸紅茶,55,2026-02-01 09:10:20
comebuy,冬季季節限定 SEASONAL,熱檸綠茶,55,2026-02-01 09:10:20
comebuy,冬季季節限定 SEASONAL,熱桔茶,55,2026-02-01 09:10:20
comebuy,冬季季節限定 SEASONAL,紫米奶茶,65,2026-02-01 09:10:20
comebuy,冬季季節限定 SEASONAL,紫米可可,75,2026-02-01 09:10:20
comebuy,冬季季節限定 SEASONAL,黑糖薑汁可可,70,2026-02-01 09:10:20
龜記,醇萃,極品紅茶,40,2026-02-01 09:10:34
龜記,醇萃,翡翠綠茶,40,2026-02-01 09:10:34
龜記,醇萃,青四季春,40,2026-02-01 09:10:34
龜記,醇萃,三韻紅萱,45,2026-02-01 09:10:34
龜記,醇萃,三十三茶王,45,2026-02-01 09:10:34
龜記,醇萃,碎銀普洱茶,45,2026-02-01 09:10:34
龜記,醇萃,花沫烏龍,45,2026-02-01 09:10:34
龜記,鮮調,紅柚翡翠,75,2026-02-01 09:10:35
龜記,鮮調,鮮果百香紅茶,55,2026-02-01 09:10:35
龜記,鮮調,鮮果百香綠茶,55,2026-02-01 09:10:35
龜記,鮮調,翡翠雷夢,60,2026-02-01 09:10:35
龜記,鮮調,柳丁翡翠,60,2026-02-01 09:10:35
龜記,鮮調,蘋果紅萱,60,2026-02-01 09:10:35
龜記,鮮調,蜜桃烏龍,70,2026-02-01 09:10:35
龜記,鄉韻,阿源楊桃紅茶,55,2026-02-01 09:10:35
龜記,鄉韻,阿源楊桃綠茶,55,2026-02-01 09:10:35
龜記,鄉韻,楊桃雷夢,60,2026-02-01 09:10:35
龜記,鄉韻,冬瓜雷夢,60,2026-02-01 09:10:35
龜記,鄉韻,冬瓜茶王,55,2026-02-01 09:10:35
龜記,鄉韻,甘蔗四季春,65,2026-02-01 09:10:35
龜記,鄉韻,豆漿紅茶,45,2026-02-01 09:10:35
龜記,小農鮮乳坊,冬瓜鮮乳,70,2026-02-01 09:10:35
龜記,小農鮮乳坊,巧克鮮乳茶,75,2026-02-01 09:10:35
龜記,小農鮮乳坊,龜記濃乳茶,70,2026-02-01 09:10:35
龜記,小農鮮乳坊,極品鮮乳茶,70,2026-02-01 09:10:35
龜記,小農鮮乳坊,翡翠鮮乳茶,70,2026-02-01 09:10:35
龜記,小農鮮乳坊,碎銀普洱鮮乳,75,2026-02-01 09:10:35
龜記,小農鮮乳坊,茶王鮮乳茶,75,2026-02-01 09:10:35
龜記,蜜蜂工坊,蜂蜜綠茶,55,2026-02-01 09:10:35
龜記,蜜蜂工坊,蜂蜜四季春,55,2026-02-01 09:10:35
龜記,蜜蜂工坊,蜂蜜雷夢,65,2026-02-01 09:10:35
龜記,蜜蜂工坊,雷夢蘆薈蜜,75,2026-02-01 09:10:35
龜記,蜜蜂工坊,蜂蜜花沫烏龍,60,2026-02-01 09:10:35
龜記,奶茶,蜂蜜奶茶,65,2026-02-01 09:10:35
龜記,奶茶,極品奶茶,55,2026-02-01 09:10:36
龜記,奶茶,翡翠奶茶,55,2026-02-01 09:10:36
龜記,奶茶,茶王奶茶,60,2026-02-01 09:10:36
龜記,奶茶,碎銀普洱奶茶,60,2026-02-01 09:10:36
龜記,奶茶,珍珠奶茶,65,2026-02-01 09:10:36
龜記,冬日暖飲,原味薑茶,55,2026-02-01 09:10:36
龜記,冬日暖飲,薑汁奶茶,65,2026-02-01 09:10:36
龜記,冬日暖飲,薑汁雷夢,65,2026-02-01 09:10:36
五十嵐,找好茶,阿薩姆紅茶,40,2026-02-01 09:10:40
五十嵐,找好茶,茉莉綠茶,40,2026-02-01 09:10:40
五十嵐,找好茶,四季春青茶,40,2026-02-01 09:10:40
五十嵐,找好茶,黃金烏龍,40,2026-02-01 09:10:40
五十嵐,找好茶,檸檬綠,60,2026-02-01 09:10:40
五十嵐,找好茶,檸檬紅,60,2026-02-01 09:10:40
五十嵐,找好茶,梅の綠,60,2026-02-01 09:10:40
五十嵐,找好茶,冰綠,60,2026-02-01 09:10:40
五十嵐,找好茶,桔子綠,60,2026-02-01 09:10:40
五十嵐,找好茶,養樂多綠,60,2026-02-01 09:10:40
五十嵐,找好茶,旺來紅,60,2026-02-01 09:10:40
五十嵐,找好茶,旺來綠,60,2026-02-01 09:10:40
五十嵐,找好茶,柚子烏龍,60,2026-02-01 09:10:40
五十嵐,找好茶,麵茶綠,60,2026-02-01 09:10:40
五十嵐,找好茶,麵茶紅,60,2026-02-01 09:10:40
五十嵐,找好茶,麵茶青,60,2026-02-01 09:10:40
五十嵐,找好茶,麵茶烏龍,60,2026-02-01 09:10:40
五十嵐,找好茶,柚子紅,60,2026-02-01 09:10:41
五十嵐,找好茶,柚子綠,60,2026-02-01 09:10:41
五十嵐,找好茶,柚子青,60,2026-02-01 09:10:41
五十嵐,找奶茶,奶茶,60,2026-02-01 09:10:41
五十嵐,找奶茶,奶綠,60,2026-02-01 09:10:41
五十嵐,找奶茶,紅茶瑪奇朵,60,2026-02-01 09:10:41
五十嵐,找奶茶,綠茶瑪奇朵,60,2026-02-01 09:10:41
五十嵐,找奶茶,四季瑪奇朵,60,2026-02-01 09:10:41
五十嵐,找奶茶,烏龍瑪奇朵,60,2026-02-01 09:10:41
五十嵐,找奶茶,四季奶青,60,2026-02-01 09:10:41
五十嵐,找奶茶,黃金烏龍奶,60,2026-02-01 09:10:41
五十嵐,找奶茶,阿華田,60,2026-02-01 09:10:41
五十嵐,找奶茶,麵茶奶綠,75,2026-02-01 09:10:41
五十嵐,找奶茶,麵茶奶茶,75,2026-02-01 09:10:41
五十嵐,找奶茶,麵茶四季奶青,75,2026-02-01 09:10:41
五十嵐,找奶茶,麵茶黃金烏龍奶,75,2026-02-01 09:10:41
五十嵐,找口感,波霸紅茶,50,2026-02-01 09:10:42
五十嵐,找口感,波霸綠茶,50,2026-02-01 09:10:42
五十嵐,找口感,波霸青茶,50,2026-02-01 09:10:42
五十嵐,找口感,波霸烏龍茶,50,2026-02-01 09:10:42
五十嵐,找口感,波霸奶茶,60,2026-02-01 09:10:42
五十嵐,找口感,波霸奶綠,60,2026-02-01 09:10:42
五十嵐,找口感,珍珠紅茶,50,2026-02-01 09:10:42
五十嵐,找口感,珍珠綠茶,50,2026-02-01 09:10:42
五十嵐,找口感,珍珠青茶,50,2026-02-01 09:10:42
五十嵐,找口感,珍珠黃金烏龍,50,2026-02-01 09:10:42
五十嵐,找口感,珍珠奶茶,60,2026-02-01 09:10:42
五十嵐,找口感,布丁奶茶,75,2026-02-01 09:10:42
五十嵐,找口感,布丁奶綠,75,2026-02-01 09:10:42
五十嵐,找口感,布丁奶青,75,2026-02-01 09:10:42
五十嵐,找口感,椰果奶茶,60,2026-02-01 09:10:42
五十嵐,找口感,布丁黃金烏龍,60,2026-02-01 09:10:42
五十嵐,找口感,布丁紅,60,2026-02-01 09:10:42
五十嵐,找口感,布丁綠,60,2026-02-01 09:10:42
五十嵐,找口感,布丁青,60,2026-02-01 09:10:42
五十嵐,找口感,布丁烏龍奶茶,75,2026-02-01 09:10:42
五十嵐,紅茶拿鐵,紅茶拿鐵,75,2026-02-01 09:10:43
五十嵐,紅茶拿鐵,綠茶拿鐵,75,2026-02-01 09:10:43
五十嵐,紅茶拿鐵,黃金烏龍拿鐵,75,2026-02-01 09:10:43
五十嵐,紅茶拿鐵,阿華田拿鐵,75,2026-02-01 09:10:43
五十嵐,紅茶拿鐵,珍珠鮮奶,85,2026-02-01 09:10:43
五十嵐,紅茶拿鐵,波霸鮮奶,85,2026-02-01 09:10:43
五十嵐,紅茶拿鐵,重焙烏龍拿鐵,75,2026-02-01 09:10:43
五十嵐,紅茶拿鐵,麵茶綠茶拿鐵,80,2026-02-01 09:10:43
五十嵐,紅茶拿鐵,麵茶紅茶拿鐵,80,2026-02-01 09:10:43
五十嵐,紅茶拿鐵,麵茶四季拿鐵,80,2026-02-01 09:10:43
五十嵐,紅茶拿鐵,麵茶黃金烏龍拿鐵,80,2026-02-01 09:10:43
五十嵐,紅茶拿鐵,麵茶重焙烏龍拿鐵,80,2026-02-01 09:10:43
五十嵐,找新鮮,冰茶,60,2026-02-01 09:10:43
五十嵐,找新鮮,檸檬養樂多,80,2026-02-01 09:10:43
五十嵐,找新鮮,檸檬汁,65,2026-02-01 09:10:43
五十嵐,找新鮮,金桔檸檬,65,2026-02-01 09:10:43
五十嵐,找新鮮,檸檬梅汁,75,2026-02-01 09:10:43
五十嵐,找新鮮,柚子茶,50,2026-02-01 09:10:43
五十嵐,找冰淇淋,芒果紅,60,2026-02-01 09:10:44
五十嵐,找冰淇淋,芒果綠,60,2026-02-01 09:10:44
五十嵐,找冰淇淋,芒果青,60,2026-02-01 09:10:44
五十嵐,找冰淇淋,芒果烏龍,60,2026-02-01 09:10:44
五十嵐,找冰淇淋,荔枝紅,60,2026-02-01 09:10:44
五十嵐,找冰淇淋,荔枝綠,60,2026-02-01 09:10:44
五十嵐,找冰淇淋,荔枝青,60,2026-02-01 09:10:44
五十嵐,找冰淇淋,荔枝烏龍,60,2026-02-01 09:10:44
五十嵐,找冰淇淋,冰淇淋紅茶,60,2026-02-01 09:10:44
五十嵐,找冰淇淋,冰淇淋綠茶,60,2026-02-01 09:10:44
五十嵐,找冰淇淋,冰淇淋青茶,60,2026-02-01 09:10:44
五十嵐,找冰淇淋,冰淇淋烏龍茶,60,2026-02-01 09:10:44
五十嵐,店長推薦,四季春珍波椰,50,2026-02-01 09:10:44
五十嵐,店長推薦,珍珠奶綠,60,2026-02-01 09:10:44
五十嵐,店長推薦,四季奶青瑪奇朵,75,2026-02-01 09:10:44
coco都可,醇品咖啡香,職人美式(14oz),35,2026-02-01 09:10:59
coco都可,醇品咖啡香,職人拿鐵(14oz),50,2026-02-01 09:10:59
coco都可,醇品咖啡香,珍珠職人拿鐵(14oz),60,2026-02-01 09:10:59
coco都可,醇品咖啡香,粉角職人拿鐵(14oz),60,2026-02-01 09:10:59
coco都可,醇品咖啡香,珍珠黑糖拿鐵(14oz),70,2026-02-01 09:10:59
coco都可,醇品咖啡香,紅柚香檸美式,50,2026-02-01 09:10:59
coco都可,醇品咖啡香,西西里手搗檸檬美式,50,2026-02-01 09:10:59
coco都可,醇品咖啡香,生椰職人拿鐵(14oz),60,2026-02-01 09:10:59
coco都可,醇品咖啡香,粉角生椰拿鐵(14oz),70,2026-02-01 09:10:59
coco都可,醇品咖啡香,台灣柳丁美式,60,2026-02-01 09:10:59
coco都可,熱門新品,小湯圓奶茶,50,2026-02-01 09:10:59
coco都可,熱門新品,日安大麥,30,2026-02-01 09:10:59
coco都可,熱門新品,手作仙草凍乳,70,2026-02-01 09:10:59
coco都可,熱門新品,28茉輕乳茶,60,2026-02-01 09:10:59
coco都可,熱門新品,28茉粉角輕乳茶,70,2026-02-01 09:10:59
coco都可,經典純茶,手採紅茶,30,2026-02-01 09:10:59
coco都可,經典純茶,茉莉綠茶,30,2026-02-01 09:10:59
coco都可,經典純茶,四季春青茶,30,2026-02-01 09:11:00
coco都可,經典純茶,日式焙茶,35,2026-02-01 09:11:00
coco都可,經典純茶,２１歲輕烏龍,30,2026-02-01 09:11:00
coco都可,經典純茶,蕎麥四季春,40,2026-02-01 09:11:00
coco都可,經典純茶,仙草蜜,35,2026-02-01 09:11:00
coco都可,經典純茶,四季珍椰青,45,2026-02-01 09:11:00
coco都可,經典純茶,蜜香凍紅茶,40,2026-02-01 09:11:00
coco都可,經典純茶,蜜香凍綠茶,40,2026-02-01 09:11:00
coco都可,經典純茶,蜜香凍青茶,40,2026-02-01 09:11:00
coco都可,激推果茶,粉角檸檬冬瓜,50,2026-02-01 09:11:00
coco都可,激推果茶,檸檬奇遇桔,55,2026-02-01 09:11:00
coco都可,激推果茶,芒裡偷閒奇亞籽,55,2026-02-01 09:11:00
coco都可,激推果茶,２１歲輕檸烏龍,45,2026-02-01 09:11:00
coco都可,激推果茶,百香雙響炮,70,2026-02-01 09:11:00
coco都可,激推果茶,葡萄柚果粒茶,70,2026-02-01 09:11:00
coco都可,激推果茶,百香綠茶,40,2026-02-01 09:11:00
coco都可,激推果茶,芒果綠茶,40,2026-02-01 09:11:00
coco都可,激推果茶,蜜香檸凍紅茶,55,2026-02-01 09:11:00
coco都可,激推果茶,蜜香檸凍綠茶,55,2026-02-01 09:11:00
coco都可,激推果茶,蜜香檸凍青茶,55,2026-02-01 09:11:00
coco都可,激推果茶,蜜香檸凍冬瓜,50,2026-02-01 09:11:00
coco都可,激推果茶,檸檬紅茶,45,2026-02-01 09:11:00
coco都可,激推果茶,檸檬綠茶,45,2026-02-01 09:11:00
coco都可,激推果茶,檸檬青茶,45,2026-02-01 09:11:00
coco都可,激推果茶,檸檬冬瓜露,40,2026-02-01 09:11:00
coco都可,激推果茶,蕎麥冬瓜露,45,2026-02-01 09:11:00
coco都可,激推果茶,金桔檸檬,55,2026-02-01 09:11:00
coco都可,激推果茶,檸檬霸,65,2026-02-01 09:11:00
coco都可,激推果茶,綠茶養樂多,60,2026-02-01 09:11:00
coco都可,莓果系列,莓好雙果茶,70,2026-02-01 09:11:01
coco都可,莓果系列,莓好雙果牛乳,75,2026-02-01 09:11:01
coco都可,就愛喝奶茶,茉香奶茶,40,2026-02-01 09:11:01
coco都可,就愛喝奶茶,阿薩姆奶茶,40,2026-02-01 09:11:01
coco都可,就愛喝奶茶,珍珠奶茶,50,2026-02-01 09:11:01
coco都可,就愛喝奶茶,奶茶三兄弟,65,2026-02-01 09:11:01
coco都可,就愛喝奶茶,布丁奶茶,50,2026-02-01 09:11:01
coco都可,就愛喝奶茶,粉角奶茶,50,2026-02-01 09:11:01
coco都可,就愛喝奶茶,冬韻擂焙珍奶,70,2026-02-01 09:11:01
coco都可,就愛喝奶茶,日式焙奶茶,45,2026-02-01 09:11:01
coco都可,就愛喝奶茶,日焙珍珠奶茶,55,2026-02-01 09:11:01
coco都可,濃純鮮奶,英式鮮奶茶,55,2026-02-01 09:11:01
coco都可,濃純鮮奶,珍珠鮮奶茶,65,2026-02-01 09:11:01
coco都可,濃純鮮奶,粉角鮮奶茶,65,2026-02-01 09:11:01
coco都可,濃純鮮奶,芋頭牛奶,65,2026-02-01 09:11:01
coco都可,濃純鮮奶,芋頭珍珠牛奶,70,2026-02-01 09:11:01
coco都可,濃純鮮奶,日焙鮮奶茶,65,2026-02-01 09:11:01
